"load_Dach","load_Strasse","load_Hof","load_Putzfassade","load_total"
0,0,0,0.0812720361780969,0.0812720361780969
0,0,0,0.0795455304834786,0.0795455304834786
0,0,0,0.0683639563005818,0.0683639563005818
0,0,0,0.0610365622245896,0.0610365622245896
0,0,0,0.0806903064451617,0.0806903064451617
0,0,0,0.239081185649874,0.239081185649874
0,0,0,0.111101628792329,0.111101628792329
0,0,0,0.0687788737120295,0.0687788737120295
0,0,0,0.0589910803202635,0.0589910803202635
0,0,0,0.0300053844181034,0.0300053844181034
0,0,0,0.0388447922155617,0.0388447922155617
0,0,0,0.029818589530662,0.029818589530662
0,0,0,0.0721423093086934,0.0721423093086934
0,0,0,0.0406427431378014,0.0406427431378014
0,0,0,0.149903836630204,0.149903836630204
0,0,0,0.0882124342214467,0.0882124342214467
0,0,0,0.0855866461836525,0.0855866461836525
0,0,0,0.0606460100086001,0.0606460100086001
0,0,0,0.0420549043932584,0.0420549043932584
0,0,0,0.0272208215878033,0.0272208215878033
0,0,0,0.0489975860720517,0.0489975860720517
0,0,0,0.0376165858390566,0.0376165858390566
0,0,0,0.040296066068947,0.040296066068947
0,0,0,0.0425078818664049,0.0425078818664049
0,0,0,0.0762816698538851,0.0762816698538851
0,0,0,0.0702571989466864,0.0702571989466864
0,0,0,0.173971321134812,0.173971321134812
0,0,0,0.0577271150685415,0.0577271150685415
0,0,0,0.0580476752721165,0.0580476752721165
0,0,0,0.0403316875464725,0.0403316875464725
0,0,0,0.0702766699945402,0.0702766699945402
0,0,0,0.148939930964287,0.148939930964287
0,0,0,0.179315742799022,0.179315742799022
0,0,0,0.170908529653862,0.170908529653862
0,0,0,0.624456135834842,0.624456135834842
0,0,0,0.0429014530093961,0.0429014530093961
0,0,0,0.076527893505875,0.076527893505875
0,0,0,0.130623330771048,0.130623330771048
0,0,0,0.0689225411938495,0.0689225411938495
0,0,0,0.0445553540765829,0.0445553540765829
0,0,0,0.142489654185204,0.142489654185204
0,0,0,0.0476323244043587,0.0476323244043587
0,0,0,0.153790412652756,0.153790412652756
0,0,0,0.0509864937419005,0.0509864937419005
0,0,0,0.0663687651250892,0.0663687651250892
0,0,0,0.0779081047063976,0.0779081047063976
0,0,0,0.0551998764409385,0.0551998764409385
0,0,0,0.0670146526995017,0.0670146526995017
0,0,0,0.0702337001716314,0.0702337001716314
0,0,0,0.0269063208548548,0.0269063208548548
0,0,0,0.0808315863530339,0.0808315863530339
0,0,0,0.18072816097769,0.18072816097769
0,0,0,0.0428986392779912,0.0428986392779912
0,0,0,0.0388114885660259,0.0388114885660259
0,0,0,0.0880452836225244,0.0880452836225244
0,0,0,0.0524268145987775,0.0524268145987775
0,0,0,0.062192782461301,0.062192782461301
0,0,0,0.0601000220151624,0.0601000220151624
0,0,0,0.0562407639134584,0.0562407639134584
0,0,0,0.0491806056314422,0.0491806056314422
0,0,0,0.0560361865261721,0.0560361865261721
0,0,0,0.0308293217950007,0.0308293217950007
0,0,0,0.0388712423130518,0.0388712423130518
0,0,0,0.078996451613688,0.078996451613688
0,0,0,0.115127121565342,0.115127121565342
0,0,0,0.0516029556177283,0.0516029556177283
0,0,0,0.0694173341198918,0.0694173341198918
0,0,0,0.0802978911346384,0.0802978911346384
0,0,0,0.0445307398020462,0.0445307398020462
0,0,0,0.138916178755014,0.138916178755014
0,0,0,0.0388162713641703,0.0388162713641703
0,0,0,0.0838792874407916,0.0838792874407916
0,0,0,0.0475274251013424,0.0475274251013424
0,0,0,0.04334008903029,0.04334008903029
0,0,0,0.0798116990390684,0.0798116990390684
0,0,0,0.0638631623244059,0.0638631623244059
0,0,0,0.0350016846187722,0.0350016846187722
0,0,0,0.0294090959634938,0.0294090959634938
0,0,0,0.0757960639210505,0.0757960639210505
0,0,0,0.0566460070811645,0.0566460070811645
0,0,0,0.0767916027272201,0.0767916027272201
0,0,0,0.0613980151509325,0.0613980151509325
0,0,0,0.102523109375489,0.102523109375489
0,0,0,0.0435046104814466,0.0435046104814466
0,0,0,0.0578519043076696,0.0578519043076696
0,0,0,0.0973075534814834,0.0973075534814834
0,0,0,0.209793304971049,0.209793304971049
0,0,0,0.0331939260023441,0.0331939260023441
0,0,0,0.0314716394103046,0.0314716394103046
0,0,0,0.0511569755991277,0.0511569755991277
0,0,0,0.0770272223670339,0.0770272223670339
0,0,0,0.169441656861974,0.169441656861974
0,0,0,0.104934661537692,0.104934661537692
0,0,0,0.0303297543108077,0.0303297543108077
0,0,0,0.0874149105544127,0.0874149105544127
0,0,0,0.102819650089456,0.102819650089456
0,0,0,0.0431224052467611,0.0431224052467611
0,0,0,0.038799582359285,0.038799582359285
0,0,0,0.0638318399099483,0.0638318399099483
0,0,0,0.10277084211182,0.10277084211182
0,0,0,0.0462880336062247,0.0462880336062247
0,0,0,0.0242900430791686,0.0242900430791686
0,0,0,0.0426704813504024,0.0426704813504024
0,0,0,0.0600345770753902,0.0600345770753902
0,0,0,0.0906968430573186,0.0906968430573186
0,0,0,0.02378562894925,0.02378562894925
0,0,0,0.0814767958430586,0.0814767958430586
0,0,0,0.0434432085218547,0.0434432085218547
0,0,0,0.0416910125135944,0.0416910125135944
0,0,0,0.0478319088022027,0.0478319088022027
0,0,0,0.118124926132138,0.118124926132138
0,0,0,0.0509400972270769,0.0509400972270769
0,0,0,0.0801848103912595,0.0801848103912595
0,0,0,0.0663548773373219,0.0663548773373219
0,0,0,0.0516561516852228,0.0516561516852228
0,0,0,0.0700438699783595,0.0700438699783595
0,0,0,0.0549353751093823,0.0549353751093823
0,0,0,0.0247223540673609,0.0247223540673609
0,0,0,0.0352661863947272,0.0352661863947272
0,0,0,0.0985696667604609,0.0985696667604609
0,0,0,0.0646440510114093,0.0646440510114093
0,0,0,0.0295854594205333,0.0295854594205333
0,0,0,0.134033253429086,0.134033253429086
0,0,0,0.0832642720410289,0.0832642720410289
0,0,0,0.0416921384418032,0.0416921384418032
0,0,0,0.0681418400121208,0.0681418400121208
0,0,0,0.030867256950755,0.030867256950755
0,0,0,0.113556582543335,0.113556582543335
0,0,0,0.089664032594297,0.089664032594297
0,0,0,0.0297421963722898,0.0297421963722898
0,0,0,0.0394975473814602,0.0394975473814602
