"source","Diuron","Mecoprop","Terbutryn","Benzothiazol","Zn","Cu"
"Bitumendach",1.51210023210496,1.34159977056627,0.493098568014122,0.576948486593634,1.11465048508183,1.58635814592773
"Ziegeldach",1.51210023210496,1.34159977056627,0.493098568014122,0.576948486593634,1.11465048508183,1.58635814592773
"Dach_weitere",1.51210023210496,1.34159977056627,0.493098568014122,0.576948486593634,1.11465048508183,1.58635814592773
"Strasse",1.51210023210496,1.34159977056627,0.493098568014122,0.576948486593634,1.11465048508183,1.58635814592773
"Hof",1.51210023210496,1.34159977056627,0.493098568014122,0.576948486593634,1.11465048508183,1.58635814592773
"Putzfassade",1.51210023210496,1.34159977056627,0.493098568014122,0.576948486593634,1.11465048508183,1.58635814592773
