"Source";"Konz_Cu";"Konz_Zn";"Konz_Benzothiazol";"Konz_Diuron";"Konz_Mecoprop";"Konz_Terbutryn"
"Bitumendach";0.0379246129000782;1.26433853958573;0.000128387284717925;0;0.00421822214768541;0
"Ziegeldach";0.0379246129000782;1.26433853958573;0.000128387284717925;0;0;0
"Dach_weitere";0.0379246129000782;1.26433853958573;0.000128387284717925;0;0;0
"Strasse";0.188277777777778;0.573888888888889;0.00114214285714286;0;0;0
"Hof";0;0;0.000128387284717925;0;0;0
"Putzfassade";0;0;0;0.0664427638382085;0;0.0314799718631595
