"Diuron","Mecoprop","Zn"
3.0687735360782,63.8788281230743,95476.8887323979
6.18358176548194,46.7075088336096,102548.722136456
3.6697265398089,12.4931615974321,401619.314525813
3.09169308142,27.7610176689308,179281.768513867
1.85972463891974,52.1352834847498,87532.0919830323
2.43338395730907,27.4078660916889,157256.774656107
3.80820059381606,53.2657027388442,169073.336876009
2.7950097977234,51.5563568841546,171289.133223487
4.55628693537509,61.9111022330239,65892.7712527754
4.00080440174429,99.5938468232978,107261.92719396
3.41957759953274,31.748491011937,140709.66470106
4.53788384875312,31.69160624573,74074.8822566035
4.25036955420123,70.0968161385382,84686.5230472617
9.54427040696734,83.1291386713316,106542.095148772
4.17934870850652,41.5614204612391,251467.002367154
6.77504779767705,33.0031293777175,83211.7748636641
11.1517090499633,28.5969408438535,94431.8467600285
3.26597039253976,46.4718989716466,108620.066886025
31.5313008538875,62.5425323010045,93352.0345369225
5.65554893055305,21.9925411386365,109430.273067632
2.08955155776074,26.4427254658598,120215.802864078
2.99350152608594,28.8564915324444,227843.863540974
4.79708041676339,50.1885486650555,90085.6765157906
3.56310536967243,52.4450037792609,113971.347938376
20.1009822146753,20.5664346410872,67647.263895525
4.19569113388132,18.7881187415144,96911.227973885
5.1712810666503,31.8475379352318,107352.888010391
3.00545607930272,22.7530292077856,109932.758019716
2.59667681915706,64.8296762468712,145547.209388002
3.87924114646223,19.7802373426731,120398.718794859
2.54067288722115,41.2316770274094,97609.1410818798
5.8842885498124,34.7449780294554,127837.308269056
2.02422983965572,12.9169806331396,104944.152609302
9.8347061517373,73.1003360282581,104399.385489912
2.73231231593979,134.901698393789,118083.328984366
2.80861504997579,25.86744367858,112592.833577433
4.49932033786067,9.38539063564502,142134.273992619
14.8047623585139,17.0575564358011,135721.644069815
2.35348037086874,79.7596823934221,108010.523163774
3.45557897183253,38.478684450369,102122.111656143
3.82688476437411,82.1492279521161,136773.637195759
3.89740369463849,16.2849899181278,240705.737094449
4.70487566014442,19.0218174797462,132120.416176247
9.71405010776409,38.2263924429536,113951.791197768
4.30700445667057,31.2284131830276,113633.736713125
15.918614405768,19.2322957193024,102862.190244797
4.72532065177462,30.891568656836,129713.930090387
5.71271026328905,61.2614288321452,225007.724177876
2.59167047906904,45.7719320581738,141210.279991902
2.55296086392347,19.3677905896226,195168.041034313
2.39413115455461,18.3481981660391,164996.439074062
3.80851449276057,62.6411094676169,118227.374231778
3.71331144965061,114.670666939591,152440.789642121
2.78956539584208,24.5812882822462,109830.479249581
3.29450739755044,16.9841049206506,303200.685395575
3.22446880230836,31.6506350719023,161271.104647921
5.62738258380995,11.8435988567573,161088.992170663
5.47759640775143,32.1108623412436,114144.723109211
3.04221291992891,19.5660715867283,94309.5568332323
5.10673756260558,76.2705406823578,94160.4017360289
7.77784885473095,26.3770181473516,115090.42559091
2.15338552634861,172.538494448529,148602.722926099
2.83145101050264,43.2156219220715,309107.237670346
1.77646585919949,19.2117798188857,171139.941049558
9.21879761616506,18.8445524481654,94621.2570317583
1.69816164296645,14.0483384205867,164736.11516447
3.6352867572514,36.2632289922618,241389.007279862
5.18992029509625,26.9472334695825,85163.5276132847
2.6043098313428,88.247408649486,222168.788230476
2.10317943206642,22.3958559721423,199359.724798687
4.6640000064359,25.5472057153252,67797.3183567829
9.98847662793733,105.971262016586,166767.912838449
2.39138331177348,14.6940993160845,137085.986808414
1.60245407182363,41.8032064469312,105077.783637563
2.05973357214138,35.4812477635754,164485.276423433
4.57227311617931,26.6519738860794,173002.303840747
5.50358134094175,43.8598591024869,97603.7118354718
5.10554259387566,67.2693938340467,123112.155079741
1.89192194590312,14.5085795618601,167959.236189895
3.90285399670113,23.1073998981035,109013.230418685
5.73309938486709,35.5998779255981,136185.225475346
7.62521762481577,14.6869767796181,66377.7951141007
2.85301369935735,50.7454525237142,117467.496150016
5.26431331517553,18.1762644868752,65498.5374220791
7.28279855752894,14.5692414981985,95636.0361555794
4.83175119176052,19.676183448125,109972.96831552
1.69321646315717,45.9413795528411,155316.950179219
4.66384959031484,39.8289340333141,110808.052023076
3.99461594902657,60.6763338121753,82388.6189557347
8.52911291089703,40.0678181838139,92176.5998624022
4.49960059402206,37.7930445578905,210345.937620869
1.68761906841274,37.762308038641,111608.600070796
11.0466326884046,21.1436386161007,102614.950774518
5.25651153606038,7.8785261923136,171679.445041187
4.06445142004129,30.5659478133505,153543.379765471
2.90894957410262,40.6793266237916,118001.880735304
2.13391792399653,25.9152182960026,121576.135376581
7.74812964960823,67.6757351644316,196498.745300028
3.90715410322005,20.7483194989053,126823.159781816
7.37904268173748,12.4151575528811,109134.225964652
3.86903065203838,8.50353681452344,163272.901937098
7.80556824666581,20.3692100881108,89994.5461577527
7.23307046873253,22.1133907295015,119707.110516058
6.53405387519878,8.00551864881361,117081.49076295
3.19011211541882,173.416767543762,139932.872146693
