source;Diuron;Mecoprop;Terbutryn;Benzothiazol;Zn;Cu
Dach;1.343990659;0;0.897469434;0.728937733;0.675214047;0.714970656
Strasse;1.343990659;0;0.897469434;0.728937733;0.675214047;0.714970656
Hof;1.343990659;0;0.897469434;0.728937733;0.675214047;0.714970656
Putzfassade;1.343990659;0;0.897469434;0.728937733;0.675214047;0.714970656
