"Source";"Konz_Cu";"Konz_Zn";"Konz_Benzothiazol";"Konz_Diuron";"Konz_Mecoprop";"Konz_Terbutryn"
"Bitumendach";0.812785832355984;2.4950627230037;0.000528017110017123;0;0.000731616012784189;0
"Ziegeldach";0.812785832355984;2.4950627230037;0.000528017110017123;0;0;0
"Dach_weitere";0.812785832355984;2.4950627230037;0.000528017110017123;0;0;0
"Strasse";0.188277777777778;0.573888888888888;0.00114214285714286;0;0;0
"Hof";0;0;0.000528017110017123;0;0;0
"Putzfassade";0;0;0;0.206011298768036;0;0.295137385186854
