tBegRain;tEndRain;Regenhöhe_mm;Anzahl_Ereignisse;Regenschreiber;Luft-temperatur_gradC_mean;Luft-temperatur_gradC_SD;analysierte_Flasche;Wind_v_mean_m_s;Wind_v_StAbw;Windrichtung_mean_Grad;Windrichtung_SD;areaRinne_m2;specQ;AFS;Zn;Zn_gel.;Cu;Cu_gel.;Pb;Ti;V;V_gel.;Cr;Ni;Al;Al_gel.;Cd;BIT;Carbendazim;Diuron;Diuron_desmethyl;Isoproturon;MCPA;Mecoprop;OIT;Propiconazol;Tebuconazol;Terbumeton;Terbutryn;Terbutryn_desethyl;Terbuthylazin;Terbuthylazin-desethyl;Terbutryn-2-hydroxy;Thiabendazol;IPBC;MIT;Tributyl-phosphat;Triphenyl-phosphat;Tris-(2-chlorethyl)-phosphat;Tris-(chlorisopropyl)-phosphat;Tris-(1,3-dichloro-2-propyl)-phosphat;Tris-(2-butoxyethyl)-phosphat;Benzotriazol;Tolyltriazole;PFOA;PFOS;2-(Methylthio)-benzothiazol
2019-07-29 15:50:00;2019-07-29 19:15:00;43.9;1;BlnX;21.9;0.43;W;2.9;1.92;315.5;20.43;12.25;0.852244897959184;NA;119.314285714286;NA;5.19869387755102;NA;0;NA;0.366465306122449;NA;NA;NA;NA;NA;NA;0.0809632653061224;0.0332375510204082;0.0843722448979592;0.0758497959183673;0;0.32385306122449;0;1.02269387755102;0;0;0.153404081632653;13.6359183673469;11.9314285714286;0.0809632653061224;NA;45.1689795918367;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-08-26 18:00:00;2019-08-26 20:00:00;13.5;1;BlnX;22.5;0.16;W;1.1000000000000001;0.28999999999999998;117.5;134.27000000000001;12.25;0.0530612244897959;NA;46.6938775510204;NA;0.689795918367347;NA;0.201632653061224;NA;0.0689795918367347;NA;NA;NA;NA;NA;NA;0;0.00488163265306122;0.00955102040816326;0.0111428571428571;0;0.00424489795918367;0;0.0302448979591837;0.00159183673469388;0;0.0313061224489796;1.69795918367347;1.96326530612245;0.00795918367346939;NA;12.2040816326531;0;0;0.00318367346938775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-09-27 07:20:00;2019-09-30 10:00:00;30.4;3;BlnX;15;1.01;W;4.7;3.15;239;42.25;12.25;0.970612244897959;NA;97.0612244897959;NA;0;NA;0;NA;0.262065306122449;NA;NA;NA;NA;NA;NA;0;0.0611485714285714;0.184416326530612;0.165004081632653;0;0.0397951020408163;0;0.397951020408163;0;0;0.23294693877551;11.6473469387755;16.5004081632653;0.135885714285714;NA;71.825306122449;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-10-01 05:00:00;2019-10-02 08:45:00;14;1;BlnX;10.4;2.75;W;4.2;1.37;271.39999999999998;83.17;12.25;0.25469387755102;NA;30.5632653061224;NA;0;NA;0;NA;0.0611265306122449;NA;NA;NA;NA;NA;NA;0;0.00789551020408163;0.0382040816326531;0.0305632653061224;0;0.00713142857142857;0;0.25469387755102;0;0;0.02496;1.78285714285714;2.41959183673469;0.025214693877551;NA;6.87673469387755;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-12-14 11:10:00;2019-12-15 11:30:00;5.2;2;BlnXI;4.5;2.02;W;5.4;1.23;220.7;18.32;12.25;0.0326530612244898;NA;28.0816326530612;NA;0.489795918367347;NA;0;NA;0.00783673469387755;NA;NA;NA;NA;NA;NA;0;0;0.00522448979591837;0.00391836734693878;0;0.00522448979591837;0.000848979591836735;0.0107755102040816;0;0;0.00751020408163265;0.326530612244898;0.359183673469388;0.00359183673469388;NA;1.82857142857143;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-01-09 01:30:00;2020-01-11 00:50:00;8.9;2;BlnX;8.8000000000000007;1.55;W;4.2;1.32;214.6;28.05;12.25;0.0326530612244898;NA;20.2448979591837;NA;0.653061224489796;NA;0.0163265306122449;NA;0.0166530612244898;NA;NA;NA;NA;NA;NA;0;0.00186122448979592;0.00848979591836735;0.00587755102040816;0;0.00489795918367347;0;0.0238367346938776;0;0;0.00457142857142857;0.457142857142857;0.718367346938776;0.00522448979591837;NA;1.66530612244898;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-01-27 21:30:00;2020-01-29 02:50:00;11.5;2;BlnX;5;1.26;W;6.9;1.69;219.4;28.13;12.25;0.0522448979591837;NA;52.2448979591837;NA;1.20163265306122;NA;0.0297795918367347;NA;0.0177632653061225;NA;NA;NA;NA;NA;NA;0;0;0.00522448979591837;0.00417959183673469;0;0;0;0;0;0;0.00188081632653061;0.151510204081633;0.167183673469388;0.00156734693877551;NA;0.57469387755102;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-02-09 21:00:00;2020-02-11 17:00:00;12.6;2;BlnX;7.9;1.95;W;8.1999999999999993;2.06;244.9;17.23;12.25;1.21795918367347;NA;92.5648979591837;NA;6.57697959183673;NA;0;NA;0.231412244897959;NA;NA;NA;NA;NA;NA;0;0;0.116924081632653;0.080385306122449;0;0;0;1.21795918367347;0;0;0;4.1410612244898;3.8974693877551;0.0365387755102041;NA;6.33338775510204;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-02-09 21:00:00;2020-02-11 17:00:00;12.6;2;BlnX;7.9;1.95;N;8.1999999999999993;2.06;244.9;17.23;16.975;0.136671575846834;NA;25.9675994108984;NA;1.77673048600884;NA;0;NA;0.574020618556701;NA;NA;NA;NA;NA;NA;0;0.00410014727540501;0.0341678939617084;0.0177673048600884;0.751693667157585;0.150338733431517;0.00382680412371134;0.300677466863034;0;0;0.0669690721649485;6.01354933726068;6.42356406480118;0.0355346097201767;NA;10.7970544918999;0;0.0232341678939617;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-02-22 19:10:00;2020-02-23 21:40:00;13.9;2;BlnX;6.4;0.48;W;3.1;2;234.9;89.97;12.25;0.107755102040816;NA;36.6367346938775;NA;0.883591836734694;NA;0;NA;0.0290938775510204;NA;NA;NA;NA;NA;NA;0;0.00334040816326531;0.0140081632653061;0.00915918367346939;0;0.00969795918367347;0;0.0431020408163265;0;0;0.00689632653061225;0.538775510204082;0.872816326530612;0.00948244897959184;NA;2.26285714285714;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-02-22 19:10:00;2020-02-23 21:40:00;13.9;2;BlnX;6.4;0.48;N;3.1;2;234.9;89.97;16.975;0.0936671575846834;NA;24.3534609720177;NA;0.67440353460972;NA;0;NA;0.159234167893962;NA;NA;NA;NA;NA;NA;0;0.00318468335787923;0.0149867452135493;0.011240058910162;0.103033873343152;0.0346568483063328;0;0.0421502209131075;0;0;0.0196701030927835;2.71634756995582;4.21502209131075;0.022480117820324;NA;4.87069219440354;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-03-09 14:45:00;2020-03-11 03:40:00;9.8;2;BlnXI;7.8;1;W;6.3;1.25;211.4;20.05;12.25;0.375510204081633;NA;86.3673469387755;NA;2.2530612244898;NA;0;NA;0.146448979591837;NA;NA;NA;NA;NA;NA;0;0.0138938775510204;0.0638367346938776;0.0525714285714286;0;0.0199020408163265;0;0.488163265306122;0;0;0.0180244897959184;1.76489795918367;2.70367346938776;0.0262857142857143;NA;6.75918367346939;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-03-09 14:45:00;2020-03-11 03:40:00;9.8;2;BlnXI;7.8;1;N;6.3;1.25;211.4;20.05;20.65;0.0164648910411622;NA;14.6537530266344;NA;0.246973365617433;NA;0.0197578692493947;NA;0.0151476997578693;NA;NA;NA;NA;NA;NA;0;0;0.00181113801452785;0.00153123486682809;0.00329297820823245;0.00510411622276029;0;0.0113607748184019;0;0;0.00362227602905569;0.164648910411622;0.345762711864407;0.00197578692493947;NA;0.7409200968523;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
