tBegRain;tEndRain;Regenhöhe_mm;Anzahl_Ereignisse;Regenschreiber;Luft-temperatur_gradC_mean;Luft-temperatur_gradC_SD;analysierte_Flasche;Wind_v_mean_m_s;Wind_v_StAbw;Windrichtung_mean_Grad;Windrichtung_SD;areaRinne_m2;specQ;AFS;Zn;Zn_gel.;Cu;Cu_gel.;Pb;Ti;V;V_gel.;Cr;Ni;Al;Al_gel.;Cd;BIT;Carbendazim;Diuron;Diuron_desmethyl;Isoproturon;MCPA;Mecoprop;OIT;Propiconazol;Tebuconazol;Terbumeton;Terbutryn;Terbutryn_desethyl;Terbuthylazin;Terbuthylazin-desethyl;Terbutryn-2-hydroxy;Thiabendazol;IPBC;MIT;Tributyl-phosphat;Triphenyl-phosphat;Tris-(2-chlorethyl)-phosphat;Tris-(chlorisopropyl)-phosphat;Tris-(1,3-dichloro-2-propyl)-phosphat;Tris-(2-butoxyethyl)-phosphat;Benzotriazol;Tolyltriazole;PFOA;PFOS;2-(Methylthio)-benzothiazol
2019-02-10 09:45:00;2019-02-11 09:15:00;12.2;1;BlnXI;6;1.9;W;6.8;1;201;50;16.275;0.1321044546851;NA;70.0153609831029;NA;1.7173579109063;NA;0.14531490015361;1.09646697388633;0.0620890937019969;NA;0.100399385560676;0;NA;NA;0;0;0.00435944700460829;0.0449155145929339;0.025099846390169;0;0.00594470046082949;0;0.27741935483871;0;0;0.010568356374808;2.1136712749616;1.4531490015361;0.014531490015361;NA;2.3778801843318;0;0.00885099846390169;0.014531490015361;0.019815668202765;0;0;0.19815668202765;0;0;0.00924731182795699;0.00396313364055299;0;0;0.0568049155145929
2019-03-09 06:05:00;2019-03-10 22:15:00;19.1;3;BlnX;3.8;2.2000000000000002;W;4.2;2.6;221;106;16.275;0.491551459293395;NA;122.887864823349;NA;0;NA;0;0;0.108141321044547;NA;0.294930875576037;0;NA;NA;0;0;0;0.0835637480798771;0.0491551459293395;0;0.0176958525345622;0;0.688172043010753;0;0;0.0216282642089094;5.40706605222734;3.78494623655914;0.0403072196620584;NA;4.86635944700461;0;0;0;0;0;0;0.147465437788018;0;0;0.0245775729646697;0;0;0;0
2019-03-13 22:25:00;2019-03-14 23:40:00;9.1;1;BlnX;5.2634615384615397;0.6;W;6;1.7;223;37.9829905379707;16.275;0.0798771121351766;NA;44.7311827956989;NA;0.798771121351767;NA;0.058310291858679;0;0.0279569892473118;NA;0.0662980030721966;0;NA;NA;0;0;0.00303533026113671;0.0167741935483871;0.0111827956989247;0;0.010384024577573;0;0.0647004608294931;0;0;0.00734869431643625;1.19815668202765;1.11827956989247;0.0111827956989247;NA;1.99692780337942;NA;0;0;0.0263594470046083;0;0;0.0263594470046083;0;0;0.00639016897081413;0.0023963133640553;0;0;0
2019-03-13 22:25:00;2019-03-14 23:40:00;9.1;1;BlnX;5.2634615384615397;0.6;S;6;1.7;223;37.9829905379707;15.925;0.200941915227629;NA;8.8414442700157;NA;1.0850863422292;NA;0;0;0.140659340659341;NA;0;0;NA;NA;0;0;0.0221036106750392;0.0643014128728414;0.0582731554160126;0;0;0;4.21978021978022;0;0;0.0361695447409733;7.63579277864992;9.84615384615384;0.0442072213500785;NA;8.8414442700157;NA;0.010850863422292;0;0.0321507064364207;0;0.0241130298273155;0.110518053375196;0;0;0;0.00602825745682889;0;0;0
2019-04-26 23:15:00;2019-04-27 00:55:00;2.7;1;BlnX;10.199999999999999;0.2;W;5.8;0.3;287;8;16.275;0.0104454685099846;NA;4.90937019969278;3.55145929339478;0.198463901689708;0.177572964669739;0.00647619047619047;0.0376036866359447;0.00960983102918587;0.00866973886328725;0.00908755760368663;0;NA;NA;0;0;0.000616282642089094;0.00167127496159754;0.00125345622119816;0;0.000449155145929339;0;0.114900153609831;0.000522273425499232;0.000887864823348694;0.00501382488479263;0.271582181259601;0.00146236559139785;0.00271582181259601;NA;1.03410138248848;0;0;0;0;0;0;0.00752073732718894;0;0;0;0;0.000104454685099846;0;0
2019-05-15 14:45:00;2019-05-16 19:35:00;10.5;1;BlnX;9;1.3;N;2.6;0.6;78;112;27.3;0.191208791208791;NA;32.5054945054945;42.0659340659341;3.44175824175824;3.05934065934066;0;0.592747252747253;0.229450549450549;0.229450549450549;0.267692307692308;NA;NA;NA;NA;0;0;0.0344175824175824;0.0248571428571429;0.0191208791208791;0.0382417582417582;0;0.181648351648352;0.00611868131868132;0;0.0592747252747253;9.36923076923077;13.0021978021978;0.0822197802197802;NA;22.9450549450549;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-05-15 14:45:00;2019-05-16 19:35:00;10.5;1;BlnX;9;1.3;W;2.6;0.6;78;112;16.275;0.0221198156682028;NA;42.0276497695852;39.815668202765;0.774193548387097;0.729953917050691;0;0.0663594470046083;0.0128294930875576;NA;0.0221198156682028;NA;NA;NA;NA;0;0.00139354838709677;0.00331797235023041;0.00265437788018433;0;0.0119447004608295;0;0;0;0;0.00597235023041475;0.287557603686636;0.464516129032258;0.00552995391705069;NA;2.21198156682028;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-05-20 15:35:00;2019-05-20 17:15:00;11.7;1;BlnX;17.5;0.5;W;2.7;0.9;108;114;16.275;0.0860215053763441;NA;57.6344086021505;40.4301075268817;1.80645161290323;1.63440860215054;0.0688172043010753;0.464516129032258;0.0593548387096774;0.0473118279569892;0.0602150537634408;NA;NA;NA;NA;0;0.00395698924731183;0.0172043010752688;0.0146236559139785;0;0.00438709677419355;0;0.0146236559139785;0;0;0.0249462365591398;1.29032258064516;1.97849462365591;0.0249462365591398;NA;7.13978494623656;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-06-06 13:55:00;2019-06-06 21:15:00;19.2;1;BlnX;18.5;2.2000000000000002;N;4.5999999999999996;1.7;288;25;16.975;0.256259204712813;NA;43.5640648011782;38.4388807069219;2.28070692194404;1.94756995581738;0;1.02503681885125;0.358762886597938;NA;0.307511045655376;NA;NA;NA;NA;0.0153755522827688;0.0358762886597938;0.058939617083947;0.0410014727540501;0.105066273932253;0.845655375552283;0.138379970544919;0.194756995581738;0.0120441826215022;0.00717525773195876;0.120441826215022;21.2695139911635;28.1885125184094;0.256259204712813;NA;43.5640648011782;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-07-20 22:30:00;2019-07-21 00:30:00;13.4;1;BlnX;17.8;7.0000000000000007E-2;W;2.1;0.64;114.6;70.55;12.25;0.375510204081633;NA;63.8367346938776;NA;2.10285714285714;NA;0;NA;0.157714285714286;NA;NA;NA;NA;NA;NA;0;0.0229061224489796;0.0901224489795918;0.0675918367346939;0;0;0;0;0;0.0180244897959184;0.0863673469387755;7.51020408163265;7.88571428571429;0.0675918367346939;NA;45.0612244897959;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
