"Diuron","Mecoprop","Terbutryn","Benzothiazol","Zn","Cu"
0.126042239730299,1.29701831760782,0.0901093043916235,1.67064289699614,1990.06281601205,294.896458581603
0.123364656457008,0.739011036523978,0.099469238046372,1.6390919643053,2534.74201832648,488.186852945318
0.106023505428942,1.04013167575109,0.213292706664297,1.39901461180477,705.53953019955,367.726292759813
0.0946596808694008,0.752198619344609,0.1757092315829,1.51896707663679,2788.25058134221,537.978294278018
0.125140053419916,2.39819409363337,0.0652082354280696,1.29368891831072,1954.07995762346,1310.86311246144
0.370783476504147,0.668790354569585,0.264357464307521,1.54670610682182,939.813885331599,554.506880522581
0.172304014876441,0.977089986843298,0.0689401212857336,2.03590130948982,1076.20511757171,380.411992050402
0.106666987766795,0.681948957116506,0.076182115739839,1.41134429998455,3288.55407427044,731.435024344323
0.0914874074445773,1.07091887803426,0.116945488612071,1.51645348536626,1594.19200047398,637.549661026373
0.0465344051149247,1.71727235241045,0.071167295716166,1.4893900338063,949.963431668081,261.667880507484
0.06024316410602,0.709799776807243,0.0644738915447345,2.00055291644823,1926.36166442624,651.890753942589
0.04624471081058,1.21916948999433,0.181446666208431,1.61219972167219,1233.71172314542,338.474492135075
0.111883234039537,0.913088486551924,0.150571948911417,1.26664263425013,2280.91593856924,1653.45483998752
0.0630315495313297,0.861114000266275,0.205404622644024,1.27140004681362,2302.32408878158,361.629955099861
0.232481136213096,1.09490083070816,0.101288170399512,1.63204291070428,2627.73022939255,269.509621370263
0.136805884338472,1.37655560647535,0.113364348264765,2.28046898878773,3200.73483284008,835.477645675805
0.132733632418816,1.56162894439204,0.0775834184066358,1.56507254879155,1198.64438932121,355.846372191096
0.0940539857453476,2.05311248791334,0.130590978179802,1.49154407322332,1364.33869703867,423.902592204112
0.0652216259200658,0.478410836237846,0.12340257634791,1.35723744268325,5040.47692349343,807.402256111439
0.042215914373144,1.37771110131302,0.0713284903085852,1.52856065172269,1398.90317760563,733.057372053402
0.0759888121464822,0.341249819702981,0.326103522080445,1.88310654970818,979.095795775507,806.537769128072
0.0583383775419613,1.47748391119288,0.269876840289073,1.20537962319784,2039.49732418331,482.09794667965
0.0624938989903024,3.26652277847653,0.167996831134822,1.38690494515322,1112.46434882784,296.623910318886
0.0659241344081961,0.711641950853167,0.12876566649071,1.36614892173355,2197.21620275325,362.250984814947
0.118302837862725,1.06779811319158,0.0668553381680288,1.68190488253429,2046.91318866558,344.055676456919
0.108959675785804,3.11562321376102,0.14231782341397,1.83934149815614,997.962505250612,335.549402213961
0.269806639477066,0.990365336933641,0.190824571741571,2.00326074640816,1381.08888709509,362.559102544615
0.0895271635678374,3.06319305161703,0.0843402431895229,1.44593352289289,1417.05485217598,497.828754180142
0.0900243102855405,1.61880466109062,0.0809827570557902,1.11052119893164,2085.77869424727,445.052459511113
0.0625491432172341,0.878703891262729,0.144550723686049,1.63865571149459,1792.03839623749,603.365189387491
0.108989872820317,0.779814079557749,0.230494183247681,1.6973424490589,2431.17016589624,337.724087606716
0.230986245292008,0.559574779029014,0.0543872909102959,1.54097680506235,1178.65162321933,343.672980803653
0.278095134613867,1.38031527533087,0.0612699746936579,2.13472475295443,1193.6520697256,367.98336128692
0.265056652688992,7.26173344882883,0.0520308546988332,1.15308891744152,862.766661619177,460.416412120059
0.968449342175623,1.35485926052421,0.0718047607567981,1.77703506697978,928.46825201064,489.881817919318
0.0665345114909989,1.10053916928221,0.133671845371573,1.17505997332182,1165.53033079344,731.705534979378
0.118684698365191,2.57337030219701,0.072543707061548,1.31302459301229,1410.8271226278,659.718758631061
