"Diuron","Mecoprop","Zn"
0.0502532598945764,0.736441055754639,1350.54862278911
0.0212545453535468,1.18669488344472,1575.37779150913
0.0375679370586503,0.524328740936842,1635.18233680627
0.0460950565152139,0.408363344578488,1974.19486879503
0.0286692182404806,3.33971320660754,1149.92402263299
0.0625861116664827,3.31170669533496,1541.15357677168
0.0469715745412452,0.450060284135284,1597.29976839954
0.0193830822883633,1.38414530907517,1611.08996383805
0.0452630214355709,0.979236162718006,2208.37548389706
0.0153149479380286,6.66813185260138,1306.31973094159
0.036743651523934,1.22865548433296,2718.51779347443
0.0592461391466058,0.663352961774292,1400.57899081312
0.357033593944024,1.0199210458021,2143.84445077447
0.0469342313464178,1.39669615835361,2798.1714494811
0.0448262217415272,0.386044238068402,1638.97911285903
0.0287998956309452,1.32921974334243,2418.82773359431
0.0171458150977115,1.17991339126766,1608.87766302678
0.0601221723931119,0.609099652863636,1544.03828395411
0.0746135869611562,0.777440207280062,1038.93202386924
0.0967837604164022,2.45174283864195,1834.13720844704
0.078342924356269,0.708458865077732,1235.86410552868
0.0600757217617587,0.981342630348086,1650.38483334269
0.0182314315005367,1.02413599759389,1657.65103784588
0.0760290902984279,0.815150120888019,899.951649614323
0.0302435221767742,0.808484270172474,1909.42611880907
0.0177034781888134,1.04867558155762,1343.58676383935
0.0428919702013322,1.23758277386474,1285.45708697459
0.0155216458431134,0.540471753227805,1955.13754722216
0.0235143324788229,2.00984324760192,1391.80366759047
0.0309025998025788,0.906391198279567,1576.64881478453
0.0393916246946422,1.00153584391524,1221.36051453514
0.133460667750466,1.3117310293473,1591.18678088715
0.035002828349664,2.22224621910935,1239.31325997614
0.0172583863831938,0.865806369230252,1148.90786671739
0.0363015036498201,1.82844654648562,1390.75017498151
0.055726742079906,1.0495823530121,1448.50003803022
0.0157646103187161,0.917984788158763,1511.78268255766
0.0566988308676776,2.1273482567374,1627.31211616917
0.0868353147649943,1.33069366633954,1292.85313763755
0.0518562131543312,1.3534514772891,1402.62537972844
0.122235709006684,2.23155226267769,1559.07355044528
0.0523079378323607,1.27220281602513,1130.11832489283
0.0882386096162173,2.40515756122483,2583.71285412397
0.0694114094629735,1.37146053595166,1244.93078074191
0.0469722323278648,0.933775871782267,1540.6546335411
0.067807052414634,1.02861051119116,1411.78029746758
0.0225244257205958,1.0443871257398,1171.77523620111
0.0666127777682995,2.30277013484567,1468.11705198186
0.0182907019351195,2.12143667245712,1992.00361738188
0.0241944582911806,1.12800414390692,1338.88328542223
0.0201080246694961,0.475512395229734,2381.04579777381
0.031895556324948,1.01706546483432,1000.76636306831
0.016881676494984,0.787708191698493,1566.7302187012
0.052037058747882,1.17270152612097,1684.32757845609
0.0185099831521127,2.43134788489392,1868.98290078111
