tBegRain;tEndRain;Regenhöhe_mm;Anzahl_Ereignisse;Regenschreiber;Lufttemperatur_gradC_mean;Lufttemperatur_gradC_SD;tBegHydraul;tEndHydraul;Abflussvol_l;Abflussvol_aus_Regression;AFS;Zn;Zn_gel.;Cu;Cu_gel.;Pb;Ti;V;V_gel.;Cr;Ni;Al;Al_gel.;Cd;BIT;Carbendazim;Diuron;Diuron_desmethyl;Isoproturon;MCPA;Mecoprop;OIT;Propiconazol;Tebuconazol;Terbumeton;Terbutryn;Terbutryn_desethyl;Terbuthylazin;Terbuthylazin-desethyl;Terbutryn-2-hydroxy;Thiabendazol;IPBC;MIT;Tributyl-phosphat;Triphenyl-phosphat;Tris-(2-chlorethyl)-phosphat;Tris-(chlorisopropyl)-phosphat;Tris-(1,3-dichloro-2-propyl)-phosphat;Tris-(2-butoxyethyl)-phosphat;Benzotriazol;Tolyltriazole;PFOA;PFOS;2-(Methylthio)-benzothiazol
2018-09-23 08:30:00;2018-09-23 23:25:00;14.8;1;BBW;9.8377840909090892;0.90648996480695598;NA;NA;1923;TRUE;NA;879.947703873182;NA;115.231246935774;NA;20.9511358065043;80.6618728550417;38.759601242033;NA;8.38045432260173;0;2199.86925968296;NA;0;NA;0;0;4.50449419839843;0;0;6.2853407419513;NA;0;0;0;2.82840333387808;0.62853407419513;0;NA;9.11374407582938;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0
2018-11-13 04:45:00;2018-11-13 16:55:00;10.1;1;BBW;10.3;0.8;NA;NA;1333;TRUE;56.6399738519366;559.138203410143;NA;0;NA;6.75322765157706;0;0;NA;0;0;181.538377730566;NA;0;0;0;4.21169036334913;2.17846053276679;0;1.0892302663834;91.2048809718364;9.00430353543607;0;0;0;0;0;0;NA;4.06645966116468;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-02-10 09:45:00;2019-02-11 11:00:00;12.4;1;BBW;5.8408602150537599;2.05772928138401;NA;NA;1799;TRUE;34.3002669281473;1568.01220242959;NA;54.8804270850357;NA;0;0;3.92003050607398;NA;0;0;401.803126872583;NA;NA;0;0;2.35201830364439;0.95060739772294;0;0.637004957237021;38.2202974342213;7.9380617747998;0;0;0;3.52802745546658;0.548804270850357;0;NA;1.37201067712589;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-05-16 00:10:00;2019-05-17 04:00:00;10.8;2;BBW;8.5;1.1599999999999999;2019-05-16 01:20:00;2019-05-17 09:10:00;1647;FALSE;48.4490929890505;1435.52868115705;574.211472462821;67.2904069292368;71.7764340578526;0;0;18.8413139401863;NA;0;NA;403.742441575421;215.329302173558;NA;0;0;0;0;0;1.1663670534401;224.301356430789;0;0;0;0;2.24301356430789;0.358882170289263;0;NA;3.22993953260337;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-06-06 14:20:00;2019-06-06 20:40:00;19.5;1;BBW;17.100000000000001;2.16;2019-06-06 16:50:00;2019-06-07 09:30:00;1712;FALSE;41.0350275099417;1492.18281854334;363.719562019938;56.8894699569646;0;13.9892139238438;33.574113417225;18.6522852317917;NA;0;NA;1025.87568774854;251.805850629188;NA;0;0;0;0;0;2.33153565397396;475.633273410688;0;0;0;0;1.95848994933813;0.326414991556355;2.89110421092771;NA;3.17088848940459;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-06-12 17:40:00;2019-06-13 07:30:00;8.1;2;BBW;17.899999999999999;0.59;2019-06-12 17:30:00;2019-06-13 10:00:00;663;FALSE;10.8351037751267;686.223239091355;151.691452851773;18.0585062918778;0;2.70877594378166;22.0313776760909;NA;NA;0;NA;397.287138421311;93.9042327177643;NA;0;0;0;0;0;0.939042327177643;158.914855368524;0;0;0.158914855368524;0;0.975159339761399;0.198643569210655;1.19186141526393;NA;1.55303154110149;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-07-06 18:35:00;2019-07-06 21:10:00;7.6;1;BBW;16.3;0.15;2019-07-06 18:45:00;2019-07-06 21:40:00;964;FALSE;30.4581358609795;3255.86969548401;NA;120.782262896988;NA;5.7765430081168;NA;35.1843983221659;NA;NA;NA;1207.82262896988;NA;NA;0;0;0;0.131285068366291;0.892738464890777;0;278.324344936536;0;0;0;0;1.36536471100942;0.241564525793975;0.273072942201885;NA;5.1463746799586;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-07-20 21:50:00;2019-07-21 00:05:00;11.3;1;BBW;17.8;0.22;2019-07-20 21:50:00;2019-07-21 07:00:00;1646;FALSE;29.5898022552705;1344.9910116032;NA;60.0762651849431;NA;0;NA;27.7964809064662;NA;NA;NA;511.096584409217;NA;NA;0;0;3.22797842784769;1.43465707904342;0;0.815961213705943;87.8727460914093;1.16565887672278;0;0;0;2.51064988832598;0.502129977665196;0;NA;5.55929618129324;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-08-02 15:15:00;2019-08-02 17:40:00;36.9;1;BBW;17.5;0.65;2019-08-02 15:10:00;2019-08-03 08:10:00;2824;FALSE;153.8377730566;2769.07991501879;NA;169.22155036226;NA;130.76210709811;NA;69.2269978754698;NA;NA;NA;10460.9685678488;NA;NA;0;0;1.6922155036226;0.984561747562238;0;1.6922155036226;215.37288227924;3.84594432641499;0;0;0;2.307566595849;0.399978209947159;0;NA;4.76897096475459;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-08-18 06:00:00;2019-08-18 20:45:00;10.2;1;BBW;19.3;1.49;2019-08-18 07:30:00;2019-08-18 21:10:00;661;FALSE;75.6169308710574;1476.3305551016;NA;57.6128997112818;NA;12.2427411886474;NA;23.7653211309037;NA;NA;NA;1152.25799422564;NA;NA;0;0;11.5225799422564;3.96088685515062;0;1.15225799422564;216.048373917307;0.540120934793267;0;0;0;0.756169308710574;0.151233861742115;0;NA;2.95266111020319;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
