tBegRain;tEndRain;Regenhöhe_mm;Anzahl_Ereignisse;Regenschreiber;Lufttemperatur_gradC_mean;Lufttemperatur_gradC_SD;analysierte_Flasche;Wind_v_mean_m_s;Wind_v_StAbw;Windrichtung_mean_Grad;Windrichtung_StAbw;areaRinne_m2;specQ;AFS;Zn;Zn_gel.;Cu;Cu_gel.;Pb;Ti;V;V_gel.;Cr;Ni;Al;Al_gel.;Cd;BIT;Carbendazim;Diuron;Diuron_desmethyl;Isoproturon;MCPA;Mecoprop;OIT;Propiconazol;Tebuconazol;Terbumeton;Terbutryn;Terbutryn_desethyl;Terbuthylazin;Terbuthylazin-desethyl;Terbutryn-2-hydroxy;Thiabendazol;IPBC;MIT;Tributyl-phosphat;Triphenyl-phosphat;Tris-(2-chlorethyl)-phosphat;Tris-(chlorisopropyl)-phosphat;Tris-(1,3-dichloro-2-propyl)-phosphat;Tris-(2-butoxyethyl)-phosphat;Benzotriazol;Tolyltriazole;PFOA;PFOS;2-(Methylthio)-benzothiazol
2019-07-06 18:35:00;2019-07-06 21:10:00;7.6;1;BBW;16.3;0.15;N;4.2;0.96;278.5;11.47;16.2;0.0154320987654321;NA;30.8641975308642;NA;0.29320987654321;NA;0.0169753086419753;NA;0.0134259259259259;NA;NA;NA;NA;NA;NA;0;0;1.14197530864198;0.570987654320988;0.0432098765432099;0.000601851851851852;0.000740740740740741;0.00709876543209876;0;0.000787037037037037;0.000478395061728395;0.0100308641975309;0.0185185185185185;0.00131172839506173;NA;0.111111111111111;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-07-06 18:35:00;2019-07-06 21:10:00;7.6;1;BBW;16.3;0.15;O;4.2;0.96;278.5;11.47;11.64;0.0111683848797251;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0.804123711340206;0.335051546391753;0;0.000279209621993127;0.00201030927835052;0;0;0;0;0.000513745704467354;0;0.000692439862542955;NA;0.00536082474226804;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-07-06 18:35:00;2019-07-06 21:10:00;7.6;1;BBW;16.3;0.15;S;4.2;0.96;278.5;11.47;16.56;0.0181159420289855;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1.06884057971015;1.1231884057971;0;0;0.000561594202898551;0.0148550724637681;0;0;0;0;0;0.000652173913043478;NA;0.00289855072463768;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-07-06 18:35:00;2019-07-06 21:10:00;7.6;1;BBW;16.3;0.15;W;4.2;0.96;278.5;11.47;11.04;0.0253623188405797;NA;329.710144927536;NA;1.06521739130435;NA;0.0786231884057971;NA;0.0456521739130435;NA;NA;NA;NA;NA;NA;0;0.000963768115942029;7.35507246376812;1.85144927536232;0.00101449275362319;0;0;0.253623188405797;0;0;0;0;0;0.000938405797101449;NA;0.0086231884057971;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-07-20 21:50:00;2019-07-21 00:05:00;11.3;1;BBW;17.8;0.22;N;2.8;0.83;130.6;80.819999999999993;16.2;0.172839506172839;NA;53.5802469135802;NA;1.14074074074074;NA;0.0985185185185185;NA;0.708641975308642;NA;NA;NA;NA;NA;NA;0;0.0466666666666667;293.827160493827;131.358024691358;14.5185185185185;0;0.00985185185185185;77.7777777777778;0.00535802469135802;0.0101975308641975;0.152098765432099;1.41728395061728;3.45679012345679;0.0241975308641975;NA;27.6543209876543;NA;2.24691358024691;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-08-02 15:15:00;2019-08-02 17:40:00;36.9;1;BBW;17.5;0.65;W;3.8;1.92;130.9;102.84;11.04;0.465579710144927;NA;111.739130434783;NA;0;NA;0;NA;0.372463768115942;NA;NA;NA;NA;NA;NA;0;0.0218822463768116;367.807971014493;195.54347826087;0.0605253623188406;0;0.0153641304347826;102.427536231884;0.0158297101449275;0;0;0.0251413043478261;0.0218822463768116;0.0139673913043478;NA;0.339873188405797;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-08-02 15:15:00;2019-08-02 17:40:00;36.9;1;BBW;17.5;0.65;N;3.8;1.92;130.9;102.84;16.2;0.319753086419753;NA;111.913580246914;NA;3.51728395061728;NA;0;NA;0.671481481481481;NA;NA;NA;NA;NA;NA;0;0.0735432098765432;447.654320987654;137.493827160494;23.341975308642;0;0.00991234567901234;220.62962962963;0;0.121506172839506;0.134296296296296;2.7179012345679;6.39506172839506;0.0383703703703704;NA;30.6962962962963;0;0.895308641975308;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-08-18 06:00:00;2019-08-18 20:45:00;10.2;1;BBW;19.3;1.49;W;3.6;0.85;212.5;38.880000000000003;11.04;0.0561594202898551;NA;32.0108695652174;NA;0.505434782608696;NA;0.0539130434782609;NA;0.0730072463768116;NA;NA;NA;NA;NA;NA;0;0.00331340579710145;43.2427536231884;19.6557971014493;0.00617753623188406;0;0.00303260869565217;1.46014492753623;0.00348188405797101;0;0;0.0022463768115942;0.00157246376811594;0.0016286231884058;NA;0.0522282608695652;0;0.003875;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-08-18 06:00:00;2019-08-18 20:45:00;10.2;1;BBW;19.3;1.49;N;3.6;0.85;212.5;38.880000000000003;16.2;0.0154320987654321;NA;33.9506172839506;NA;0.231481481481481;NA;0.0262345679012346;NA;0.0117283950617284;NA;NA;NA;NA;NA;NA;0;0.000385802469135802;1.69753086419753;0.987654320987654;0.0679012345679012;0.000632716049382716;0.00103395061728395;0.0137345679012346;0;0.000802469135802469;0.00111111111111111;0.0152777777777778;0.0200617283950617;0.000524691358024691;NA;0.169753086419753;0;0.00200617283950617;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-09-09 03:00:00;2019-09-09 19:00:00;15.01;1;BBW;13.8;0.35;N;4.4000000000000004;1.06;131.6;143.69999999999999;16.2;0.0851851851851852;NA;187.407407407407;NA;0.536666666666667;NA;0;NA;0.281111111111111;NA;NA;NA;NA;NA;NA;0;0.00937037037037037;85.1851851851852;36.6296296296296;4.51481481481481;0;0.00272592592592593;31.5185185185185;0;0;0.0485555555555555;0.374814814814815;0.587777777777778;0.0046;NA;11.9259259259259;0;1.44814814814815;0.00749629629629629;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-09-27 07:20:00;2019-09-30 10:00:00;37.2;3;BBW;15.7;1.19;N;5.8;3.76;232.2;50.29;15.6;0.130769230769231;NA;483.846153846154;NA;0.719230769230769;NA;0.0928461538461538;NA;0.0889230769230769;NA;NA;NA;NA;NA;NA;0;0.00523076923076923;26.1538461538461;8.23846153846154;1.43846153846154;0;0;0.17;0;0.00614615384615385;0.0119;0.130769230769231;0.353076923076923;0.0034;NA;2.61538461538461;0;0.0209230769230769;0.00836923076923077;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-09-27 07:20:00;2019-09-30 10:00:00;37.2;3;BBW;15.7;1.19;W;5.8;3.76;232.2;50.29;11.04;0.506340579710145;NA;131.648550724638;NA;0;NA;0.374692028985507;NA;0.759510869565217;NA;NA;NA;NA;NA;NA;0;0.031393115942029;607.608695652174;303.804347826087;0.0364565217391304;0.0556974637681159;0.0167092391304348;60.7608695652174;0.0177219202898551;0;0;0.0232916666666667;0;0.0156965579710145;NA;0.556974637681159;0;0;0.379755434782609;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-09-30 16:00:00;2019-10-02 08:45:00;22;2;BBW;11.1;2.93;N;6.4;1.61;245.4;104.28;15.6;0.596153846153846;NA;125.192307692308;NA;0;NA;0;NA;0.834615384615384;NA;NA;NA;NA;NA;NA;0;0.0953846153846154;715.384615384615;345.769230769231;33.9807692307692;0.0715384615384615;0;399.423076923077;0;0;0.202692307692308;5.66346153846154;9.53846153846154;0.0518653846153846;NA;29.2115384615385;0;54.8461538461538;2.14615384615385;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-09-30 16:00:00;2019-10-02 08:45:00;22;2;BBW;11.1;2.93;W;6.4;1.61;245.4;104.28;11.04;0.0496376811594203;NA;8.93478260869565;NA;0.546014492753623;NA;0;NA;0.0476521739130435;NA;NA;NA;NA;NA;NA;0;0.00218405797101449;45.6666666666667;26.3079710144928;0.0273007246376812;0.00357391304347826;0;3.6731884057971;0.00124094202898551;0;0;0.0114166666666667;0.00992753623188406;0.00138985507246377;NA;0.0456666666666667;0;0.0213442028985507;0.0104239130434783;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-12-14 11:00:00;2019-12-15 13:10:00;8;2;BBW;4.5;1.94;W;6.1;2.11;229.8;27.05;11.04;0.0769927536231884;NA;7.16032608695652;NA;0.508152173913043;NA;0;NA;0.100090579710145;NA;NA;NA;NA;NA;NA;0;0.00369565217391304;60.8242753623188;33.8768115942029;0;0.00207880434782609;0;30.7971014492754;0.00230978260869565;0;0;0.00346467391304348;0;0;NA;0.0485054347826087;0;0.00846920289855072;0.0261775362318841;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-01-27 22:20:00;2020-01-29 02:50:00;14.7;1;BBW;5.0999999999999996;1.01;W;8.1;1.26;225.7;22.22;11.04;0.409420289855073;NA;49.1304347826087;NA;6.14130434782609;NA;0;NA;0.372572463768116;NA;NA;NA;NA;NA;NA;0;0.0151485507246377;262.028985507246;151.485507246377;0.0155579710144928;0;0;176.050724637681;0;0;0;0.0135108695652174;0;0;NA;0.17195652173913;0;0.0573188405797102;0.131014492753623;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-02-09 20:40:00;2020-02-11 08:30:00;11.2;1;BBW;7.4;1.89;W;10.5;2.14;244.8;15.24;11.04;0.884057971014493;NA;41.5507246376812;NA;4.95072463768116;NA;0;NA;0.813333333333333;NA;NA;NA;NA;NA;NA;0;0.0486231884057971;751.449275362319;397.826086956522;0.0636521739130435;0;0;477.391304347826;0;0;0;0.0601159420289855;0;0;NA;0.565797101449275;0;0.371304347826087;1.94492753623188;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-02-22 19:30:00;2020-02-23 20:20:00;17.6;2;BBW;6.7;0.45;W;4.0999999999999996;1.94;186.4;98.67;11.04;0.0869565217391304;NA;13.9130434782609;NA;0;NA;0;NA;0.0956521739130435;NA;NA;NA;NA;NA;NA;0;0.00417391304347826;64.3478260869565;37.3913043478261;0.0226086956521739;0;0;8.60869565217391;0;0;0;0.0071304347826087;0.00652173913043478;0;NA;0.0643478260869565;0;0.00495652173913043;0.00582608695652174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-02-22 19:30:00;2020-02-23 20:20:00;17.6;2;BBW;6.7;0.45;N;4.0999999999999996;1.94;186.4;98.67;15.6;0.0852564102564102;NA;57.1217948717949;NA;0;NA;0;NA;0.255769230769231;NA;NA;NA;NA;NA;NA;0;0.0161987179487179;102.307692307692;36.6602564102564;9.37820512820513;0;0;70.7628205128205;0;0;0.0272820512820513;1.10833333333333;1.87564102564103;0.00494487179487179;NA;6.05320512820513;0;4.1775641025641;0.0230192307692308;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
