Diuron;Mecoprop;Zn
0.073958878;0.517992451;1357.212306
0.073571829;0.691980746;1582.715266
0.06766538;0.613452685;1262.031997
0.066768927;0.518491887;1527.924759
0.08271422;0.620746935;1337.780096
0.079576655;0.538127934;1268.207683
0.06639017;0.55289;1679.88901
0.065946187;0.60351724;1247.44349
0.068635151;0.601825144;1321.80821
0.07411538;0.589436679;1376.087918
0.058474407;0.495142417;1560.987128
0.085225902;0.618337265;1420.941137
0.073781475;0.550450686;1419.922978
0.06306364;0.497269897;1419.952956
0.070498052;0.571823894;1752.706922
0.069074027;0.61412734;1410.062443
0.066416754;0.518848044;1671.928654
0.068045838;0.569207034;1285.670989
0.064626663;0.558035292;1353.168805
0.079948758;0.6404647;1312.643305
0.081561885;0.629233547;1310.190846
0.091514481;0.77582381;1413.104521
0.060403215;0.695526228;1887.322781
0.069711551;0.616100196;1307.690204
0.076191556;0.526003649;1515.236267
0.07804589;0.488081073;1206.844414
0.081730162;0.531661265;1179.482429
0.066428023;0.47937662;1227.879034
0.069374087;0.561989679;1269.174939
0.076522575;0.64665225;1501.523819
0.084892616;0.752067489;1087.892372
0.061886589;0.576338283;1484.034546
0.075533339;0.54309074;1661.571062
0.079714978;0.700579651;1378.706557
0.067575141;0.61062678;1218.71732
0.073115462;0.705109049;1219.672729
0.066782643;0.472352682;1139.370537
0.066000218;0.613066024;1247.824112
0.077781126;0.497799858;1696.981492
0.077646272;0.66674043;1583.412688
0.066509231;0.52002845;1568.995564
0.076342942;0.766780921;1097.819568
0.064288986;0.716712529;1292.076656
0.071834714;0.567783037;1474.950837
0.05789768;0.424818817;1698.534445
0.070076776;0.501598938;1326.044544
0.064944071;0.647746659;1208.915151
0.064314342;0.582459361;1233.334568
0.058532692;0.660547855;1444.8936
0.086087636;0.624114655;1267.445272
0.07653734;0.523503647;1232.640074
0.070103539;0.626443876;1312.65573
0.070303142;0.562417268;1167.932473
0.072596906;0.508925907;1315.782065
0.067943918;0.597301087;1277.041783
0.060227142;0.889292878;1427.041265
0.064793936;0.571389607;1406.014718
0.073490391;0.548747898;1472.023764
0.085619877;0.837728945;1351.801326
0.063367629;0.577617728;1334.636715
0.077151577;0.51341535;1391.006299
0.0884769;0.577564559;1413.418038
0.074057039;0.593620249;1083.511125
0.083100999;0.636280124;1253.018623
0.067336161;0.671469499;1404.9561
0.066313601;0.63023178;1347.354202
0.063261612;0.615390167;1359.327357
0.068074285;0.607395598;1791.860331
0.078914755;0.584634906;1476.88615
0.080093133;0.682787658;1336.597722
0.059223094;0.614741522;1296.624367
0.055209769;0.594937025;1464.873979
0.086746252;0.63297617;1455.665754
0.076843853;0.424864473;1512.634419
0.065576804;0.594189611;1318.220208
0.089162473;0.592896197;1435.715983
0.06172967;0.73440459;1379.284127
0.075550532;0.401378884;1344.521923
0.082229523;0.457760729;1176.131064
0.095186797;0.939680412;1339.601491
0.058567736;0.550161575;1426.831214
0.064742529;0.770734782;1533.8514
0.059089789;0.606057964;1288.822343
0.079813145;0.499430422;1390.508452
0.074911253;0.506851813;1267.96196
0.070013207;0.664441973;1147.186664
0.073778227;0.489232564;1548.417624
0.059292774;0.575401882;1280.276226
0.057652551;0.523341846;1266.560027
0.0959763;0.573280506;1445.04785
0.095397535;0.712916756;1155.868502
0.063601166;0.59142262;1647.84695
0.065363993;0.555252492;1441.214858
0.063548306;0.519659844;1434.637457
0.072186128;0.734659322;1504.784856
0.082762963;0.668536869;1422.220576
0.076238999;0.578764079;1220.984817
0.085954819;0.57335769;1222.057027
0.071643461;0.500034816;1436.378639
0.067064667;0.582076942;1348.428155
