"ALT","NEU","EFH","GEW","AND"
0.0706790261049165,0.822715144508485,0.242499550730228,0.0752413421900268,0.18571454928252
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0706790261049165,0.822715144508485,0.242499550730228,0.0752413421900268,0.18571454928252
