"ALT","NEU","EFH","GEW","AND"
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00648286172497387,0.0147925064238365,0.0681697682376569,0.0104607913515435,0.0238937640466555
0.00648286172497387,0.0147925064238365,0.0681697682376569,0.0104607913515435,0.0238937640466555
