"ALT","NEU","EFH","GEW","AND"
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0513992744272676,0,0.00517305304148177,0.0130627070565462,0.00789595638289415
0.0513992744272676,0,0.00517305304148177,0.0130627070565462,0.00789595638289415
