"ALT","NEU","EFH","GEW","AND"
62.0533702874294,36.803345743054,70.2152157993477,536.961015413971,236.641882357905
13.4630863893602,236.816279176243,234.325731210783,32.2827408677681,85.7485708410562
0,0,0,0,0
0,0,0,0,0
75.5164566767896,273.619624919297,304.540947010131,569.243756281739,322.390453198961
