"ALT","NEU","EFH","GEW","AND"
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0243525046112956,0.00266158798181038,0.00587094301168379,0.0187139891218874,0.00791662297737662
0.0243525046112956,0.00266158798181038,0.00587094301168379,0.0187139891218874,0.00791662297737662
