"ALT","NEU","EFH","GEW","AND"
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.013682961740264,0,0.0600663004592475,0.00730182389841443,0.0238313886204639
0.013682961740264,0,0.0600663004592475,0.00730182389841443,0.0238313886204639
