"ALT","NEU","EFH","GEW","AND"
0.00211763825096741,0.0828299513308337,8.33688336250044e-05,0.0543026879712466,0.0207690395688227
0.00284813514572872,0,0.000610001536171686,0.000891567614648187,0.00791683966434899
0.000669488362891138,0.00932620279781972,8.16075202385607e-05,0.0311979551358288,0.00911127733477664
0.0267939809472111,0.471307298247175,0.466350656597205,0.0642485028112367,0.17065521187694
0.00139201869335014,0.0436196496682447,0.00026383724730289,0.0772268328203107,0.0295388724997662
0,0,0,0,0
0.0338212614001485,0.607083102044073,0.467389471734543,0.227867546353271,0.237991240944654
