source;Diuron;Mecoprop;Terbutryn;Benzothiazol;Zn;Cu
Dach;0.8807938;1.422077391;0.660697362;0.453246749;0.489529004;0.672696237
Strasse;0.8807938;1.422077391;0.660697362;0.453246749;0.489529004;0.672696237
Hof;0.8807938;1.422077391;0.660697362;0.453246749;0.489529004;0.672696237
Putzfassade;0.8807938;1.422077391;0.660697362;0.453246749;0.489529004;0.672696237
