"Source";"Konz_Cu";"Konz_Zn";"Konz_Benzothiazol";"Konz_Diuron";"Konz_Mecoprop";"Konz_Terbutryn"
"Dach";1.06908151752904;3.28183063243978;0.000528017110017123;0;0.00045986456099563;0
"Strasse";0.188277777777778;0.573888888888888;0.00114214285714286;0;0;0
"Hof";0;0;0.000528017110017123;0;0;0
"Putzfassade";0;0;0;0.206011298768036;0;0.295137385186854
