source;Diuron;Mecoprop;Terbutryn;Benzothiazol;Zn;Cu
Dach;1.594597457;1.723722096;1.180948345;0.884030522;1.475295031;2.384090736
Strasse;1.594597457;1.723722096;1.180948345;0.884030522;1.475295031;2.384090736
Hof;1.594597457;1.723722096;1.180948345;0.884030522;1.475295031;2.384090736
Putzfassade;1.594597457;1.723722096;1.180948345;0.884030522;1.475295031;2.384090736
