Diuron;Mecoprop;Zn
0.068627114;0.563857653;1402.901046
0.068257352;0.759636631;1629.322148
0.063485097;0.656388999;1306.081106
0.061129207;0.568754804;1569.820808
0.077379272;0.6781062;1381.424808
0.074358236;0.580170836;1307.131496
0.061702024;0.609423952;1724.266848
0.060328563;0.645718536;1281.706506
0.064141935;0.646900252;1365.400736
0.068114457;0.644647115;1417.25217
0.053952821;0.530394622;1609.003689
0.07815971;0.650597533;1467.617811
0.068886809;0.59669201;1465.544648
0.058893306;0.531176075;1475.833922
0.065275781;0.622967605;1801.191872
0.063604377;0.662105353;1446.038594
0.061101366;0.566795186;1710.313948
0.063304446;0.605808653;1338.298073
0.059344357;0.603356517;1391.389296
0.073926498;0.687187567;1358.624174
0.075037372;0.674632514;1353.167891
0.084561773;0.815300942;1459.659048
0.056000248;0.734523406;1935.703831
0.064340129;0.668291484;1350.548484
0.070683743;0.574531971;1557.062961
0.071376841;0.524182097;1250.768849
0.076772345;0.568535428;1220.589967
0.061269967;0.520120267;1268.859101
0.064105533;0.605397958;1309.390834
0.072055621;0.700142562;1543.668689
0.079365805;0.818879645;1122.086083
0.05741459;0.604786826;1524.624372
0.070076785;0.581203368;1716.018283
0.074194388;0.743617449;1428.816277
0.062199971;0.659936791;1266.543223
0.067743649;0.763904246;1261.065297
0.061435588;0.511695708;1182.166577
0.06066961;0.656088338;1289.880062
0.073031875;0.532477952;1738.71619
0.071228819;0.734507251;1623.114002
0.061142342;0.569285002;1608.899157
0.070661781;0.842630535;1140.384522
0.059572884;0.760476415;1334.749571
0.066701399;0.606636547;1515.836962
0.053847583;0.453724784;1740.500696
0.064593453;0.543923839;1369.417588
0.059504578;0.690909194;1248.720826
0.059241881;0.615395173;1279.883564
0.054124983;0.705332575;1488.958761
0.078829249;0.682759151;1303.203805
0.071290875;0.571292089;1273.129529
0.064083808;0.681597581;1347.070914
0.064262863;0.60601223;1206.610949
0.067625861;0.544137406;1363.381433
0.062493207;0.64142658;1316.067127
0.055499065;0.959877989;1474.695756
0.060021901;0.62949596;1445.494702
0.068069732;0.599008805;1513.897475
0.080273894;0.889211546;1398.423831
0.058520032;0.618164563;1377.332991
0.071547849;0.548027082;1435.300324
0.081659241;0.627538816;1462.090112
0.069108145;0.633778157;1122.595468
0.077122042;0.67707359;1292.988697
0.062012391;0.716470611;1459.106957
0.061399392;0.680742942;1382.03699
0.058294028;0.661185153;1404.278971
0.062843173;0.670771882;1839.149258
0.072517363;0.6359095;1517.332279
0.074321807;0.725842621;1379.664559
0.054480295;0.674843914;1343.837202
0.050791375;0.636778001;1507.918753
0.0796482;0.68173582;1503.129239
0.071056909;0.453002044;1550.878612
0.060351069;0.631404806;1357.398944
0.082233238;0.640922313;1477.033389
0.057745242;0.780674853;1417.473409
0.068722716;0.42863731;1390.091255
0.077226827;0.492629654;1221.11368
0.089441934;1.001280291;1377.922267
0.054342901;0.593764488;1464.793436
0.059916598;0.8183314;1572.370986
0.054302636;0.667293724;1328.271221
0.073854986;0.539763032;1434.540645
0.069175891;0.541857382;1311.727804
0.064637819;0.719856835;1197.068062
0.068939258;0.527843305;1587.565332
0.05432328;0.633872651;1327.35186
0.053470863;0.552432076;1312.206761
0.088732194;0.613066254;1489.77751
0.086902182;0.764899537;1194.185838
0.058659842;0.629141378;1694.246371
0.060129512;0.586164431;1488.51751
0.058383273;0.554921132;1484.040625
0.065956521;0.76524248;1552.941916
0.076396281;0.73639682;1471.98808
0.07065098;0.611983279;1265.187927
0.080672665;0.614808217;1272.757075
0.065830085;0.542670617;1473.368619
0.061906228;0.61327595;1386.215203
