"load_Dach","load_Strasse","load_Hof","load_Putzfassade","load_total"
1178.45759227563,441.453539958179,0,0,1619.91113223381
1687.71909656502,375.560906352732,0,0,2063.28000291775
308.083789482828,266.225388099606,0,0,574.309177582433
1319.76376382308,949.872209389486,0,0,2269.63597321256
964.886031537057,625.73505396844,0,0,1590.6210855055
328.509338479326,436.499164180596,0,0,765.008502659922
516.16801777744,359.862947925932,0,0,876.030965703372
2033.61174790586,643.271268550283,0,0,2676.88301645614
888.058062032534,409.614226353285,0,0,1297.67228838582
348.638597309527,424.631636068291,0,0,773.270233377818
1144.33007537895,423.728319464007,0,0,1568.05839484296
697.470421063001,306.770921577375,0,0,1004.24134264038
1298.01278892131,558.652785074049,0,0,1856.66557399536
1257.82796700405,616.263841264155,0,0,1874.0918082682
1475.80069468819,663.171712037344,0,0,2138.97240672554
2077.37813272429,528.02002120754,0,0,2605.39815393183
526.761878813051,448.934654094416,0,0,975.696532907467
695.476522007203,415.095177382278,0,0,1110.57169938948
3575.74654571376,527.201670009892,0,0,4102.94821572365
446.822040813176,691.885145757811,0,0,1138.70718657099
454.468621191981,342.515356569282,0,0,796.983977761263
1083.24389848246,576.906923402755,0,0,1660.15082188521
324.790284600277,580.755695345581,0,0,905.545979945858
990.539879094795,797.994109946352,0,0,1788.53398904115
1038.43134206106,627.755993512727,0,0,1666.18733557378
420.111015397189,392.230463876809,0,0,812.341479273998
485.407210930155,638.799143165249,0,0,1124.2063540954
686.214678985877,467.267970685371,0,0,1153.48264967125
1429.44136530733,268.382491809947,0,0,1697.82385711728
871.475894144558,587.24336039276,0,0,1458.71925453732
1351.83156832463,627.140946714911,0,0,1978.97251503954
540.670849661366,418.751571639169,0,0,959.422421300534
561.287601200073,410.345183556564,0,0,971.632784756637
323.740108904937,378.551953653073,0,0,702.29206255801
413.525137421188,342.248019715472,0,0,755.773157136661
430.827602022874,517.914087242988,0,0,948.741689265862
821.427352931088,326.985924887939,0,0,1148.41327781903
778.824430587382,352.576308802861,0,0,1131.40073939024
370.886721212399,1023.54504001659,0,0,1394.43176122899
648.737772538553,625.952467907785,0,0,1274.69024044634
684.169118078026,647.415589555603,0,0,1331.58470763363
981.876750666396,575.708767557581,0,0,1557.58551822398
1272.71584990406,392.225706471334,0,0,1664.94155637539
450.80208159279,575.34883500862,0,0,1026.15091660141
2260.10925759834,710.379827680481,0,0,2970.48908527882
273.189949335615,249.314456769179,0,0,522.504406104794
834.127566422567,342.717105514887,0,0,1176.84467193745
837.47182174847,797.124587861103,0,0,1634.59640960957
572.765671302531,429.355259353999,0,0,1002.12093065653
343.996813512081,355.533907412354,0,0,699.530720924435
1356.45778280781,764.499099402727,0,0,2120.95688221054
673.270880825183,395.813040687285,0,0,1069.08392151247
1002.80897351512,573.855622992513,0,0,1576.66459650764
612.107327615322,461.525982539438,0,0,1073.63331015476
624.803308504752,365.059961469322,0,0,989.863269974075
1681.92762786805,557.637294035272,0,0,2239.56492190332
790.904244785175,454.028927656045,0,0,1244.93317244122
414.401545426841,293.294185236125,0,0,707.695730662966
1084.68137846745,416.327504437498,0,0,1501.00888290495
1024.26344913584,430.364280479481,0,0,1454.62772961532
394.89243953636,635.952234877859,0,0,1030.84467441422
469.75845601794,531.884629592917,0,0,1001.64308561086
468.176790894253,649.787763536749,0,0,1117.964554431
920.110021242074,295.304613612476,0,0,1215.41463485455
251.370499994776,419.729132850734,0,0,671.099632845511
900.360550088431,438.367259287699,0,0,1338.72780937613
835.703877015089,323.723024274929,0,0,1159.42690129002
1536.3461681731,573.18916331978,0,0,2109.53533149288
1525.90223855268,465.132428255656,0,0,1991.03466680834
735.615766984944,378.369239560467,0,0,1113.98500654541
1253.96869941076,351.690390024518,0,0,1605.65908943528
440.160526763423,611.053304463571,0,0,1051.21383122699
1329.38812832791,452.425032594527,0,0,1781.81316092244
