Diuron;Mecoprop;Zn
0.078954853;0.563857653;1402.901046
0.078551606;0.759636631;1629.322148
0.071582393;0.656388999;1306.081106
0.072053462;0.568754804;1569.820808
0.087713178;0.6781062;1381.424808
0.084466423;0.580170836;1307.131496
0.070783061;0.609423952;1724.266848
0.071210019;0.645718536;1281.706506
0.072845389;0.646900252;1365.400736
0.079738371;0.644647115;1417.25217
0.062711229;0.530394622;1609.003689
0.091847072;0.650597533;1467.617811
0.07836788;0.59669201;1465.544648
0.066971331;0.531176075;1475.833922
0.075391429;0.622967605;1801.191872
0.074199204;0.662105353;1446.038594
0.071397383;0.566795186;1710.313948
0.072488622;0.605808653;1338.298073
0.069576294;0.603356517;1391.389296
0.085591742;0.687187567;1358.624174
0.087675491;0.674632514;1353.167891
0.098029314;0.815300942;1459.659048
0.064528888;0.734523406;1935.703831
0.074744687;0.668291484;1350.548484
0.081352492;0.574531971;1557.062961
0.08429493;0.524182097;1250.768849
0.086375742;0.568535428;1220.589967
0.071261229;0.520120267;1268.859101
0.074310833;0.605397958;1309.390834
0.080708205;0.700142562;1543.668689
0.090071355;0.818879645;1122.086083
0.066076946;0.604786826;1524.624372
0.080646244;0.581203368;1716.018283
0.084887887;0.743617449;1428.816277
0.072611788;0.659936791;1266.543223
0.078148964;0.763904246;1261.065297
0.071792946;0.511695708;1182.166577
0.070995109;0.656088338;1289.880062
0.082231274;0.532477952;1738.71619
0.083659559;0.734507251;1623.114002
0.071538118;0.569285002;1608.899157
0.081666309;0.842630535;1140.384522
0.068708073;0.760476415;1334.749571
0.076644739;0.606636547;1515.836962
0.061692705;0.453724784;1740.500696
0.075214765;0.543923839;1369.417588
0.070040989;0.690909194;1248.720826
0.069067344;0.615395173;1279.883564
0.062662808;0.705332575;1488.958761
0.092888898;0.682759151;1303.203805
0.081453389;0.571292089;1273.129529
0.075744152;0.681597581;1347.070914
0.07596301;0.60601223;1206.610949
0.077254879;0.544137406;1363.381433
0.073051349;0.64142658;1316.067127
0.064657449;0.959877989;1474.695756
0.069265434;0.62949596;1445.494702
0.078569663;0.599008805;1513.897475
0.090629175;0.889211546;1398.423831
0.067909929;0.618164563;1377.332991
0.082402388;0.548027082;1435.300324
0.09486519;0.627538816;1462.090112
0.078694257;0.633778157;1122.595468
0.088703407;0.67707359;1292.988697
0.072324646;0.716470611;1459.106957
0.070918319;0.680742942;1382.03699
0.067916342;0.661185153;1404.278971
0.072975947;0.670771882;1839.149258
0.084909247;0.6359095;1517.332279
0.085500986;0.725842621;1379.664559
0.063667196;0.674843914;1343.837202
0.059349898;0.636778001;1507.918753
0.093397277;0.68173582;1503.129239
0.082266342;0.453002044;1550.878612
0.070473428;0.631404806;1357.398944
0.095655311;0.640922313;1477.033389
0.065463162;0.780674853;1417.473409
0.081948339;0.42863731;1390.091255
0.086917154;0.492629654;1221.11368
0.100569854;1.001280291;1377.922267
0.062526495;0.593764488;1464.793436
0.069264528;0.8183314;1572.370986
0.063575451;0.667293724;1328.271221
0.085396065;0.539763032;1434.540645
0.080285407;0.541857382;1311.727804
0.075050058;0.719856835;1197.068062
0.078312444;0.527843305;1587.565332
0.063949295;0.633872651;1327.35186
0.061570881;0.552432076;1312.206761
0.102764179;0.613066254;1489.77751
0.103357861;0.764899537;1194.185838
0.068231291;0.629141378;1694.246371
0.070268811;0.586164431;1488.51751
0.068388052;0.554921132;1484.040625
0.078023401;0.76524248;1552.941916
0.088728678;0.73639682;1471.98808
0.081475091;0.611983279;1265.187927
0.090904309;0.614808217;1272.757075
0.077090717;0.542670617;1473.368619
0.071898234;0.61327595;1386.215203
